### 1st col: weighted center of multipole l in each band
### 2nd-11th cols: 1sigma error of band powers of tomographic lensing spectra in the order of (1,1), (1,2), (1,3), (1,4), (2,2), (2,3), (2,4), (3,3), (3,4), (4,4)
346.8177	7.08627e-07  4.27904e-06  3.88841e-06   4.85673e-06   6.14484e-06   6.05473e-06   6.28517e-06    7.75028e-06    9.80652e-06    1.02628e-05    1.58736e-05
474.8208	6.73386e-06  6.05446e-06  4.49139e-06   5.52213e-06   7.01097e-06   6.90040e-06	  6.84672e-06	 8.51434e-06    1.06612e-05    1.08868e-05    1.75825e-05
647.5415	1.97411e-06  7.41170e-06  5.31615e-06   6.47066e-06   8.27640e-06   8.09017e-06	  7.80191e-06	 9.71344e-06    1.21391e-05    1.21604e-05    2.02918e-05
883.6476	1.34674e-05  8.69445e-06  6.34843e-06   7.67573e-06   9.92394e-06   9.62467e-06	  9.08677e-06	 1.14686e-05    1.42237e-05    1.40827e-05    2.40989e-05
1208.851	2.08341e-05  9.47905e-06  7.72313e-06   9.32424e-06   1.22326e-05   1.16673e-05	  1.08406e-05	 1.38186e-05    1.69646e-05    1.67977e-05    2.96564e-05
1651.568	2.73905e-05  1.21115e-05  9.56010e-06   1.15325e-05   1.54243e-05   1.43445e-05	  1.31057e-05	 1.69906e-05    2.07741e-05    2.05431e-05    3.71934e-05
