1.432261629207537072e-11 -2.607502597802010499e-12 1.510508072589045075e-12 8.032915391552303930e-13 9.241802172581387002e-13 1.125205001931111251e-12 3.994334359481492433e-12 1.127327374449161026e-12 1.281620533627518271e-12 1.368637257179802247e-12 1.385133567584306643e-12 1.335828518040413458e-12 2.300498705812188410e-12 1.525945967258142476e-12 1.776336949513974580e-12 1.940071181691594800e-12 2.003897007200098987e-12 1.969226682704225506e-12 5.061760848748551785e-12 1.219066605369948324e-12 1.393260381161969162e-12 1.495055181103651573e-12 1.519613305873949794e-12 1.471434827843554808e-12 2.752997234574744934e-12 1.662778392551307039e-12 1.948130233452576016e-12 2.141015032296254489e-12 2.224301611302878454e-12 2.197741052309685861e-12 3.331142137223168239e-12 1.816161286231754552e-12 2.142343296094419708e-12 2.370341732376623796e-12 2.478339553129761301e-12 2.463841073493270264e-12 5.520766949968262566e-12 1.243006312368211573e-12 1.422471863126307759e-12 1.528204858649205325e-12 1.554939470420893258e-12 1.507116204749875622e-12 2.934702774589105697e-12 1.698616322913137198e-12 1.993246834151315200e-12 2.193905382658625018e-12 2.282421339603549628e-12 2.258099147548518741e-12 3.566368387372090490e-12 1.856395275967829332e-12 2.193426884389028339e-12 2.430806134626491289e-12 2.545465822927087880e-12 2.534314369845781092e-12 3.824726469522825175e-12 1.897804345657555369e-12 2.246108112442227139e-12 2.493305036002977139e-12 2.615024073301283465e-12 2.607542267917263698e-12
-2.607502597802010499e-12 2.081440381917875726e-11 -3.054859677015213501e-12 1.690476165274620338e-12 1.030965341546887173e-12 1.081725932227570722e-12 1.127327374449161228e-12 5.231693142438876212e-12 1.667274365007905915e-12 1.817434199411340898e-12 1.869680975440829836e-12 1.830879583579011359e-12 1.525945967258142275e-12 2.978593915792353291e-12 2.365959763543301755e-12 2.640202126735510565e-12 2.772343810053361366e-12 2.764139873905041376e-12 1.219066605369947920e-12 6.551557882998401517e-12 1.822500829164569264e-12 1.996629379827123726e-12 2.062864967764467814e-12 2.027805806672318336e-12 1.662778392551307241e-12 3.484359388627533970e-12 2.610640579941062617e-12 2.931929185236930723e-12 3.096460101420235560e-12 3.103340186378390436e-12 1.816161286231754350e-12 4.113688972089479618e-12 2.888871841684041338e-12 3.266737789570176001e-12 3.472027637967910737e-12 3.500199972367597822e-12 1.243006312368211775e-12 7.100478640938827776e-12 1.863216405348801219e-12 2.043726070733647134e-12 2.113718003963302277e-12 2.079717582436413243e-12 1.698616322913136996e-12 3.670715074764964705e-12 2.675042322195444950e-12 3.008870007090686199e-12 3.182082247197930718e-12 3.193073519226147108e-12 1.856395275967828524e-12 4.349402305133528664e-12 2.962208787254761409e-12 3.355178821739279850e-12 3.571426414681227019e-12 3.605439646354459372e-12 1.897804345657555773e-12 4.605380917729732730e-12 3.037937345285956621e-12 3.446706686146012439e-12 3.674539914205630431e-12 3.714891234954845271e-12
1.510508072589045277e-12 -3.054859677015213098e-12 3.125562909162648061e-11 -4.187582334446974457e-12 1.695013816635660365e-12 9.846459525283336178e-13 1.281620533627518271e-12 1.667274365007905915e-12 6.751767316880169821e-12 2.248303463635041648e-12 2.354295216254538306e-12 2.341594644582449826e-12 1.776336949513975186e-12 2.365959763543301755e-12 3.834372930890100727e-12 3.357818551591770850e-12 3.594668107688937612e-12 3.641735380232990878e-12 1.393260381161968758e-12 1.822500829164569264e-12 8.437877258784722342e-12 2.485221357311192716e-12 2.614388289085631676e-12 2.610404155913611777e-12 1.948130233452576016e-12 2.610640579941062617e-12 4.442972089775866280e-12 3.755650670427997506e-12 4.045297061065156333e-12 4.119999064363009535e-12 2.142343296094419304e-12 2.888871841684042146e-12 5.187972933675421624e-12 4.215888557525743429e-12 4.571774290774407044e-12 4.684249221009684678e-12 1.422471863126307355e-12 1.863216405348800815e-12 9.117731364888802435e-12 2.547628215153831178e-12 2.683001791616623857e-12 2.681408024768291739e-12 1.993246834151315200e-12 2.675042322195444546e-12 4.648488758235680590e-12 3.860791365227152410e-12 4.164570903407436853e-12 4.246747189845730581e-12 2.193426884389027935e-12 2.962208787254761409e-12 5.443704400069278430e-12 4.337707223441852760e-12 4.711376356981715752e-12 4.834136435521762630e-12 2.246108112442226331e-12 3.037937345285956217e-12 5.718687793569692680e-12 4.464005843909122310e-12 4.856461776449808813e-12 4.990307594933919612e-12
8.032915391552303930e-13 1.690476165274620338e-12 -4.187582334446974457e-12 4.898947908400949700e-11 -5.373009400384740363e-12 1.676562047210615556e-12 1.368637257179802045e-12 1.817434199411341302e-12 2.248303463635041648e-12 8.278519157406874960e-12 2.755820566339359001e-12 2.780798950075814885e-12 1.940071181691595608e-12 2.640202126735510161e-12 3.357818551591770447e-12 4.714368822483094538e-12 4.337299350751530478e-12 4.466087286661173080e-12 1.495055181103651775e-12 1.996629379827123726e-12 2.485221357311192312e-12 1.040912957018017231e-11 3.080077287736592626e-12 3.121205026782115132e-12 2.141015032296254085e-12 2.931929185236929915e-12 3.755650670427998314e-12 5.459540099161384298e-12 4.920198656726739375e-12 5.095841954589060046e-12 2.370341732376624200e-12 3.266737789570176405e-12 4.215888557525743429e-12 6.367615115446010102e-12 5.608297332954591967e-12 5.847213020123106900e-12 1.528204858649205123e-12 2.043726070733647134e-12 2.547628215153831582e-12 1.124939232552082058e-11 3.165779016300063394e-12 3.211289553711053613e-12 2.193905382658624614e-12 3.008870007090684988e-12 3.860791365227152410e-12 5.693392246118622516e-12 5.074753896588931104e-12 5.263026017500175700e-12 2.430806134626491289e-12 3.355178821739280658e-12 4.337707223441853568e-12 6.656652614005742363e-12 5.791101984930717411e-12 6.047191381067526697e-12 2.493305036002976735e-12 3.446706686146012035e-12 4.464005843909122310e-12 6.965299590192802455e-12 5.981544451441340125e-12 6.256097914202153096e-12
9.241802172581384982e-13 1.030965341546887577e-12 1.695013816635660163e-12 -5.373009400384741171e-12 7.936663708164785459e-11 -8.926965723055009830e-12 1.385133567584306845e-12 1.869680975440830240e-12 2.354295216254537902e-12 2.755820566339359001e-12 9.664633184383605130e-12 3.077619736171673767e-12 2.003897007200098583e-12 2.772343810053361366e-12 3.594668107688937612e-12 4.337299350751530478e-12 5.442577132692330538e-12 5.095998479235002393e-12 1.519613305873949996e-12 2.062864967764467814e-12 2.614388289085630868e-12 3.080077287736591818e-12 1.231744607115987292e-11 3.476300228412204612e-12 2.224301611302877647e-12 3.096460101420235560e-12 4.045297061065155525e-12 4.920198656726740183e-12 6.336440670145393706e-12 5.863956337644253647e-12 2.478339553129761705e-12 3.472027637967911545e-12 4.571774290774407852e-12 5.608297332954592775e-12 7.433238092433057228e-12 6.792449389065672611e-12 1.554939470420893258e-12 2.113718003963302277e-12 2.683001791616624665e-12 3.165779016300062990e-12 1.335421908074637312e-11 3.581979849890724074e-12 2.282421339603549224e-12 3.182082247197930314e-12 4.164570903407436045e-12 5.074753896588931104e-12 6.602742951642994238e-12 6.068143813942996192e-12 2.545465822927088687e-12 3.571426414681227019e-12 4.711376356981716560e-12 5.791101984930718218e-12 7.763831183552530465e-12 7.040080154326384131e-12 2.615024073301283061e-12 3.674539914205630431e-12 4.856461776449808813e-12 5.981544451441340125e-12 8.115785789153777278e-12 7.299602246674606107e-12
1.125205001931111049e-12 1.081725932227570722e-12 9.846459525283336178e-13 1.676562047210615556e-12 -8.926965723055011445e-12 1.344005960388475592e-10 1.335828518040413256e-12 1.830879583579011359e-12 2.341594644582449422e-12 2.780798950075815288e-12 3.077619736171673767e-12 1.088972293768831228e-11 1.969226682704225506e-12 2.764139873905042183e-12 3.641735380232991685e-12 4.466087286661172272e-12 5.095998479235001586e-12 5.855852824192155490e-12 1.471434827843555009e-12 2.027805806672318336e-12 2.610404155913611374e-12 3.121205026782115132e-12 3.476300228412205016e-12 1.416678115029187298e-11 2.197741052309685861e-12 3.103340186378390436e-12 4.119999064363009535e-12 5.095841954589060046e-12 5.863956337644254455e-12 6.877506109319052743e-12 2.463841073493269860e-12 3.500199972367597822e-12 4.684249221009684678e-12 5.847213020123106900e-12 6.792449389065675843e-12 8.152628078035922350e-12 1.507116204749875218e-12 2.079717582436412839e-12 2.681408024768291739e-12 3.211289553711053613e-12 3.581979849890722458e-12 1.545438467727794969e-11 2.258099147548517933e-12 3.193073519226145493e-12 4.246747189845730581e-12 5.263026017500175700e-12 6.068143813942995385e-12 7.172092977203012281e-12 2.534314369845780688e-12 3.605439646354458160e-12 4.834136435521761822e-12 6.047191381067527505e-12 7.040080154326384131e-12 8.524180990307301052e-12 2.607542267917263698e-12 3.714891234954845271e-12 4.990307594933919612e-12 6.256097914202153096e-12 7.299602246674606107e-12 8.920195100572518335e-12
3.994334359481492433e-12 1.127327374449161026e-12 1.281620533627518271e-12 1.368637257179802247e-12 1.385133567584306643e-12 1.335828518040413458e-12 1.079831660790038268e-11 -1.983840327418571040e-13 2.033849949513975081e-12 1.873435781691595227e-12 1.983997307200099215e-12 1.993395182704225333e-12 6.285247757956491192e-12 2.143510091158678891e-12 2.570406026550010329e-12 2.892678769068994898e-12 3.073598179902709090e-12 3.100565227085993656e-12 6.431185343004938997e-12 1.662778392551307039e-12 1.948130233452576016e-12 2.141015032296254489e-12 2.224301611302878051e-12 2.197741052309685457e-12 6.429239409870298161e-12 2.361879530322448574e-12 2.855460490727600095e-12 3.240905459540968534e-12 3.472587478768971726e-12 3.531478955704615161e-12 6.100055537573890906e-12 2.612217238379725132e-12 3.185780046444198752e-12 3.649737146341692895e-12 3.947913871687219298e-12 4.052884052138364381e-12 6.972043116989164948e-12 1.698616322913137198e-12 1.993246834151314796e-12 2.193905382658624614e-12 2.282421339603549224e-12 2.258099147548518741e-12 6.955486469507670039e-12 2.419322892322366324e-12 2.930644161582959725e-12 3.332962086806624697e-12 3.578270969714946789e-12 3.645819640382314178e-12 6.572765690115489770e-12 2.678176896716941184e-12 3.273043083020592135e-12 3.758001804095915838e-12 4.074066477843662175e-12 4.191569084178270821e-12 7.091202725643638073e-12 2.746409868626149830e-12 3.363535614578147417e-12 3.870609632315263017e-12 4.205720667373176610e-12 4.336823987936780820e-12
1.127327374449161228e-12 5.231693142438876212e-12 1.667274365007905915e-12 1.817434199411340898e-12 1.869680975440829836e-12 1.830879583579011359e-12 -1.983840327418575079e-13 1.514566826150117359e-11 2.486197635433018122e-13 2.783680126735510734e-12 2.793549110053361952e-12 2.550294873905042704e-12 2.143510091158678891e-12 8.105935822300131458e-12 3.516170548823258702e-12 4.045936321556481768e-12 4.370158724629706320e-12 4.467694060569249623e-12 1.662778392551307443e-12 8.251918031907740374e-12 2.610640579941063021e-12 2.931929185236930723e-12 3.096460101420235157e-12 3.103340186378390436e-12 2.361879530322448170e-12 8.046838521854025767e-12 3.932880858506610900e-12 4.564249306881059106e-12 4.970914823641750682e-12 5.121088959249125817e-12 2.612217238379725536e-12 7.284074664159989069e-12 4.418700697216636338e-12 5.176125666841059201e-12 5.690102290036087963e-12 5.914794589354531972e-12 1.698616322913137198e-12 8.895922089129949620e-12 2.675042322195444950e-12 3.008870007090686199e-12 3.182082247197930314e-12 3.193073519226146301e-12 2.419322892322366324e-12 8.624794355745000518e-12 4.042999122948386839e-12 4.701496143845554008e-12 5.130265601240707905e-12 5.294663593447457311e-12 2.678176896716940780e-12 7.756203574223804948e-12 4.547271019227011646e-12 5.338401387866781441e-12 5.881208687174333367e-12 6.126102054958824473e-12 2.746409868626149022e-12 8.269481143718135445e-12 4.680775743791030198e-12 5.507383672126140298e-12 6.080846997009713176e-12 6.347584153615639448e-12
1.281620533627518271e-12 1.667274365007905915e-12 6.751767316880169821e-12 2.248303463635041648e-12 2.354295216254538306e-12 2.341594644582449826e-12 2.033849949513975081e-12 2.486197635433018122e-13 2.200233213688714079e-11 7.238785515917712715e-13 3.740156107688938092e-12 3.547909380232992566e-12 2.570406026550010329e-12 3.516170548823258702e-12 1.057068480170280127e-11 5.317331919568485138e-12 5.865715115798651867e-12 6.096277958604582722e-12 1.948130233452576016e-12 2.610640579941063021e-12 1.073206433014017614e-11 3.755650670427997506e-12 4.045297061065156333e-12 4.119999064363009535e-12 2.855460490727599691e-12 3.932880858506609285e-12 1.037078839142666550e-11 6.049746372427873881e-12 6.731586553455231590e-12 7.051115135458489540e-12 3.185780046444198752e-12 4.418700697216635531e-12 9.189711472069672361e-12 6.922354021232442508e-12 7.777676719508488633e-12 8.221512691303515104e-12 1.993246834151315200e-12 2.675042322195444950e-12 1.153959468266734953e-11 3.860791365227153218e-12 4.164570903407435237e-12 4.246747189845730581e-12 2.930644161582959725e-12 4.042999122948386839e-12 1.105126760158538358e-11 6.244034004334552313e-12 6.961634774698730585e-12 7.305141509999765593e-12 3.273043083020592943e-12 4.547271019227010030e-12 9.708461921334479487e-12 7.154179492670534982e-12 8.056083434456586548e-12 8.533538520981619556e-12 3.363535614578147013e-12 4.680775743791029390e-12 1.026791114069258947e-11 7.396071410586991369e-12 8.347490210655350609e-12 8.861208449271187921e-12
1.368637257179802045e-12 1.817434199411341302e-12 2.248303463635041648e-12 8.278519157406874960e-12 2.755820566339359001e-12 2.780798950075814885e-12 1.873435781691595631e-12 2.783680126735511137e-12 7.238785515917708676e-13 3.237694511763876675e-11 6.116393507515303768e-13 4.804877286661173093e-12 2.892678769068994898e-12 4.045936321556482576e-12 5.317331919568485138e-12 1.336684391988888115e-11 7.350146764950307174e-12 7.782496483833583328e-12 2.141015032296254085e-12 2.931929185236929915e-12 3.755650670427997506e-12 1.353788259945514158e-11 4.920198656726740183e-12 5.095841954589059238e-12 3.240905459540967322e-12 4.564249306881059106e-12 6.049746372427873073e-12 1.313799168850146572e-11 8.520758245356392152e-12 9.099069942162314146e-12 3.649737146341692895e-12 5.176125666841059201e-12 6.922354021232442508e-12 1.161854880692614172e-11 9.952948630894374670e-12 1.073445885854711028e-11 2.193905382658624614e-12 3.008870007090685392e-12 3.860791365227152410e-12 1.455612192869279505e-11 5.074753896588931912e-12 5.263026017500177315e-12 3.332962086806624697e-12 4.701496143845553200e-12 6.244034004334551505e-12 1.396504687588418415e-11 8.832265381179342950e-12 9.449869175662392269e-12 3.758001804095915838e-12 5.338401387866779018e-12 7.154179492670534982e-12 1.222560112542027134e-11 1.033474263833893841e-11 1.117115399894175085e-11 3.870609632315263017e-12 5.507383672126140298e-12 7.396071410586991369e-12 1.287649651009533741e-11 1.073545894502947551e-11 1.163104992807693311e-11
