# P(z) from HSC Y1 data (Hamana et al. 2020)
# col-1:  z
# col-2:  P(z) of tomographic bin-1
# col-2:  P(z) of tomographic bin-2
# col-2:  P(z) of tomographic bin-3
# col-2:  P(z) of tomographic bin-4
1.003344481605351196e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3.010033444816053588e-02	6.817237896387991214e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5.016722408026755980e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.418634418116147711e-02
7.023411371237459067e-02	1.089124529331095548e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
9.030100334448160071e-02	1.366481197492150357e-01	0.000000000000000000e+00	1.930215613891207369e-02	0.000000000000000000e+00
1.103678929765886385e-01	2.572013612389825177e-01	7.458987921740378724e-02	3.309427598374919954e-02	0.000000000000000000e+00
1.304347826086956763e-01	2.095382601384748189e-01	1.867705720936523039e-02	4.278218001171917723e-02	3.349566842922731963e-02
1.505016722408026864e-01	1.301958846751124221e-01	8.427923256068600710e-03	1.865122654769002519e-02	0.000000000000000000e+00
1.705685618729096964e-01	2.755427639131320938e-01	2.032427641733983159e-02	0.000000000000000000e+00	0.000000000000000000e+00
1.906354515050167064e-01	2.696096233559274746e-01	1.446498645566587568e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.107023411371237720e-01	7.978794404070833624e-01	2.959744431402484138e-02	3.181673484596932167e-02	0.000000000000000000e+00
2.307692307692307820e-01	4.409416837377275744e-01	2.735090563513978626e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.508361204013377921e-01	3.940002661501790793e-01	6.881476134088806984e-02	0.000000000000000000e+00	0.000000000000000000e+00
2.709030100334448576e-01	6.633486148685234784e-01	5.835420524461585462e-02	3.369701096142517505e-02	0.000000000000000000e+00
2.909698996655518677e-01	9.872389447111037386e-01	8.605644388850411039e-03	4.536809285349807652e-02	0.000000000000000000e+00
3.110367892976588777e-01	1.811965128976760653e+00	1.285782906870757726e-02	0.000000000000000000e+00	1.293774891978925583e-02
3.311036789297658878e-01	2.418808496346529946e+00	2.382973833397025384e-02	0.000000000000000000e+00	0.000000000000000000e+00
3.511705685618728978e-01	3.938639238481950855e+00	3.637308726165977557e-02	0.000000000000000000e+00	0.000000000000000000e+00
3.712374581939799079e-01	5.059291045325212899e+00	7.624893724141418305e-02	0.000000000000000000e+00	1.028302124728995015e-01
3.913043478260869734e-01	2.087997056427730147e+00	2.000277550664406739e-02	0.000000000000000000e+00	0.000000000000000000e+00
