    0.448682648214937252E+00    0.505564706832621336E-01   -0.517696436681433836E+00    0.104827853412207794E+01    0.666930200649607396E+00    0.599599102536806705E+00                         NaN    0.638771226616653731E+01   -0.120477298144198727E+03   -0.126865010410365258E+03
    0.435128266655229134E+00    0.416696400610721759E-01   -0.549806911667938603E+00    0.887593976555757891E+00    0.805335743327327269E+00    0.671923162723701894E+00                         NaN    0.638771226616653731E+01   -0.120396683439650289E+03   -0.126784395705816820E+03
    0.483574752331712376E+00    0.440684804367900834E-01   -0.689132580056590838E+00    0.920515088340507437E+00    0.709774704371237242E+00    0.583737662235847443E+00                         NaN    0.638771226616653731E+01   -0.120188764105312160E+03   -0.126576476371478691E+03
    0.179487885832786576E+00    0.401925583481788640E-01    0.136026135087013245E+01    0.983998758792877237E+00    0.650146088600158656E+00    0.867685243175112086E+00                         NaN    0.638771226616653731E+01   -0.120030864807752081E+03   -0.126418577073918613E+03
    0.361616511346324832E+00    0.523116230669305113E-01    0.285944761361086153E+00    0.930238094415189121E+00    0.659793576661711900E+00    0.750882188170317155E+00                         NaN    0.638771226616653731E+01   -0.119873748640466218E+03   -0.126261460906632749E+03
    0.332285590348228355E+00    0.519028776206024445E-01   -0.341444210272201509E+00    0.106705052444510673E+01    0.791705291553332691E+00    0.680276262093442496E+00                         NaN    0.638771226616653731E+01   -0.119791227050013546E+03   -0.126178939316180077E+03
    0.289900009165818984E+00    0.386719388012051676E-01    0.276409224560234756E+00    0.933499995873481314E+00    0.679535803948032036E+00    0.714658448503052046E+00                         NaN    0.638771226616653731E+01   -0.119737472452671369E+03   -0.126125184718837900E+03
    0.375887112910012366E+00    0.407280253017644617E-01   -0.279954341653752659E+00    0.984103445842391955E+00    0.784706883538887512E+00    0.738673943039390934E+00                         NaN    0.638771226616653731E+01   -0.119634324167548172E+03   -0.126022036433714703E+03
    0.380014736557794275E+00    0.515529210409105543E-01   -0.160330259616761950E+00    0.935255383535071649E+00    0.673813777022810645E+00    0.633279694118654479E+00                         NaN    0.638771226616653731E+01   -0.119572172027077542E+03   -0.125959884293244073E+03
    0.218974517421626935E+00    0.451198472024519695E-01    0.921871283632450300E+00    0.985250264779817697E+00    0.801318560368340593E+00    0.993857158574472765E+00                         NaN    0.638771226616653731E+01   -0.119561687697918615E+03   -0.125949399964085146E+03
    0.182323253467388813E+00    0.466535672054347525E-01    0.106715736641530956E+01    0.892120382041526883E+00    0.756539472996197837E+00    0.845771331620316924E+00                         NaN    0.638771226616653731E+01   -0.119559489154843305E+03   -0.125947201421009837E+03
    0.429114056525338849E+00    0.519810705351588104E-01   -0.510476702410596173E+00    0.911829438060408948E+00    0.795040720587728345E+00    0.659560694214604726E+00                         NaN    0.638771226616653731E+01   -0.119511181425856137E+03   -0.125898893692022668E+03
    0.424848114122603648E+00    0.485810731032798593E-01   -0.311398911345585949E+00    0.979837156375986340E+00    0.706620631166407387E+00    0.671914149228552637E+00                         NaN    0.638771226616653731E+01   -0.119451875234413038E+03   -0.125839587500579569E+03
    0.470502611817214422E+00    0.442271747244056684E-01   -0.461868315961100784E+00    0.954967740175541202E+00    0.666684385025964832E+00    0.615252210062960492E+00                         NaN    0.638771226616653731E+01   -0.119420780791233739E+03   -0.125808493057400270E+03
    0.253417039580339454E+00    0.437298054268780642E-01    0.184582181591404826E+00    0.958621383661551696E+00    0.810654675443978623E+00    0.758678089340004580E+00                         NaN    0.638771226616653731E+01   -0.119298174620625630E+03   -0.125685886886792161E+03
    0.266209642125794177E+00    0.517961605466413511E-01    0.173274634345539358E+00    0.927367696056558999E+00    0.800873950741871066E+00    0.730790309667917137E+00                         NaN    0.638771226616653731E+01   -0.119239036973099289E+03   -0.125626749239265820E+03
