    0.106750651430077198E+00    0.259692172079247531E-01    0.762041680717887027E+00    0.358304121411118759E+01    0.950709655726272196E+00    0.985432607518751724E+00                         NaN    0.667165601650771123E+01   -0.290249112625592929E+02   -0.356965672790670041E+02
    0.964454677779198466E-01    0.211790885143902721E-01    0.712905294584859295E+00    0.365968286905750162E+01    0.912965445017622113E+00    0.971159409041114641E+00                         NaN    0.667165601650771123E+01   -0.256647686307164804E+02   -0.323364246472241916E+02
    0.224537122167099118E+00    0.213615359731615072E-01    0.887225021645723810E+00    0.191895483892782970E+01    0.102454322686264199E+01    0.753358563632163913E+00                         NaN    0.667165601650771123E+01   -0.253111755693772622E+02   -0.319828315858849734E+02
    0.205439819719929168E+00    0.221321045510653180E-01    0.725319842551123917E+00    0.203099776315360536E+01    0.917382588198598747E+00    0.670395920044115301E+00                         NaN    0.667165601650771123E+01   -0.249465361623023618E+02   -0.316181921788100730E+02
    0.154302964235739304E+00    0.204580405759589162E-01    0.719888430131921941E+00    0.259019190516370390E+01    0.959329039407359807E+00    0.783819418429403725E+00                         NaN    0.667165601650771123E+01   -0.246932954698120781E+02   -0.313649514863197894E+02
    0.192633683449472431E+00    0.215501214874015551E-01    0.726576819063946444E+00    0.215153540597370130E+01    0.923133194817230662E+00    0.694480420136365462E+00                         NaN    0.667165601650771123E+01   -0.243177789890216189E+02   -0.309894350055293302E+02
    0.229582801485442606E+00    0.227001409662642255E-01    0.821195526376974905E+00    0.185480717078919621E+01    0.100907076460626177E+01    0.706341757571209872E+00                         NaN    0.667165601650771123E+01   -0.241880520653701403E+02   -0.308597080818778515E+02
    0.133790412031002531E+00    0.211958429711479671E-01    0.670778663794289742E+00    0.265433174762049440E+01    0.104065321458121818E+01    0.751340086750106440E+00                         NaN    0.667165601650771123E+01   -0.238822411286107332E+02   -0.305538971451184445E+02
    0.124549581114068803E+00    0.236518177880294285E-01    0.627800171245629923E+00    0.282160680793906193E+01    0.956425858032996068E+00    0.730346315106383148E+00                         NaN    0.667165601650771123E+01   -0.238322091073949878E+02   -0.305038651239026990E+02
    0.189524756499242192E+00    0.210950999988107311E-01    0.756916255326427478E+00    0.225414581922399915E+01    0.925172769887677160E+00    0.736944129931007219E+00                         NaN    0.667165601650771123E+01   -0.238137154924168293E+02   -0.304853715089245405E+02
    0.265718126880418626E+00    0.257780359814807347E-01    0.866990606848206058E+00    0.176958024379028989E+01    0.929904828296070018E+00    0.697815967042287433E+00                         NaN    0.667165601650771123E+01   -0.238134107075735955E+02   -0.304850667240813067E+02
    0.561557356094405519E-01    0.211678756961377196E-01    0.659615664853743677E+00    0.453346457387803881E+01    0.903058732234949813E+00    0.100354310666696667E+01                         NaN    0.667165601650771123E+01   -0.237749735655315142E+02   -0.304466295820392254E+02
    0.139944839932970078E+00    0.248465374618368588E-01    0.753742018178335971E+00    0.280937056808226515E+01    0.951514323246578919E+00    0.805843627790008954E+00                         NaN    0.667165601650771123E+01   -0.236747346157618814E+02   -0.303463906322695927E+02
    0.136244140764686772E+00    0.194934466725863106E-01    0.691109079879686283E+00    0.262462102366959904E+01    0.105357610072891861E+01    0.768982147787200865E+00                         NaN    0.667165601650771123E+01   -0.235717333738296340E+02   -0.302433893903373452E+02
    0.692992633877584779E-01    0.242734827015667204E-01    0.788655411265056006E+00    0.438239041893667469E+01    0.936341408712661583E+00    0.107948989626362857E+01                         NaN    0.667165601650771123E+01   -0.235393825311517446E+02   -0.302110385476594558E+02
    0.111170904917771068E+00    0.234252260377840506E-01    0.785739999973233960E+00    0.330376119547797220E+01    0.992702146242632755E+00    0.920985240901221802E+00                         NaN    0.667165601650771123E+01   -0.234886503627409979E+02   -0.301603063792487092E+02
    0.221226188987928118E+00    0.211804891914772579E-01    0.872078172274562968E+00    0.222610318845905564E+01    0.881346298195307187E+00    0.801860750876003503E+00                         NaN    0.667165601650771123E+01   -0.234239267385826722E+02   -0.300955827550903834E+02
    0.608250026098609217E-01    0.192387398412041839E-01    0.862071115539906896E+00    0.496546184517852218E+01    0.900175006807399591E+00    0.135599487637162408E+01                         NaN    0.667165601650771123E+01   -0.233761728705945657E+02   -0.300478288871022770E+02
    0.589713704689741741E-01    0.216660703651256233E-01    0.696303690887015159E+00    0.460841286627687463E+01    0.104990157010288310E+01    0.112731927394983855E+01                         NaN    0.667165601650771123E+01   -0.233003333761823654E+02   -0.299719893926900767E+02
    0.227171750391421540E+00    0.221864265421630180E-01    0.857477633033129960E+00    0.195396030655322761E+01    0.981127406610657005E+00    0.740498942800510096E+00                         NaN    0.667165601650771123E+01   -0.232578512538666189E+02   -0.299295072703743301E+02
    0.142895205034104911E+00    0.202719050867813388E-01    0.680215676687244586E+00    0.267359903095485496E+01    0.923288813741745540E+00    0.760465528670169810E+00                         NaN    0.667165601650771123E+01   -0.232567750010667851E+02   -0.299284310175744963E+02
    0.234016477994994587E+00    0.230368255705556656E-01    0.870055889511321734E+00    0.203843326750637921E+01    0.875464720775669503E+00    0.740153808913581290E+00                         NaN    0.667165601650771123E+01   -0.231347198046795235E+02   -0.298063758211872347E+02
    0.107235745893975748E+00    0.216603571114333086E-01    0.620489716493721088E+00    0.319979201726730356E+01    0.881349540125486275E+00    0.796309599362701626E+00                         NaN    0.667165601650771123E+01   -0.231241618730504257E+02   -0.297958178895581369E+02
    0.232846587777163827E+00    0.243983277066256790E-01    0.888442850430962716E+00    0.195708891044939293E+01    0.101843053315499188E+01    0.766792527572316418E+00                         NaN    0.667165601650771123E+01   -0.231180545975768617E+02   -0.297897106140845729E+02
    0.163056210716143901E+00    0.193501061264614409E-01    0.759607245902183315E+00    0.243723510083974482E+01    0.102518797745013490E+01    0.790037662304443500E+00                         NaN    0.667165601650771123E+01   -0.230896192696397371E+02   -0.297612752861474483E+02
    0.101377568949318084E+00    0.198693589297481432E-01    0.606780931931984902E+00    0.314840698863821489E+01    0.955602376127798747E+00    0.775678479358193562E+00                         NaN    0.667165601650771123E+01   -0.230818892107130438E+02   -0.297535452272207550E+02
