    0.144407981583790812E+00    0.200392579824194388E-01    0.648874642310592664E+00    0.245203350157134103E+01    0.106390851479230975E+01    0.715799440313493185E+00                         NaN    0.667165601650771123E+01   -0.334914692605455997E+02   -0.401631252770533109E+02
    0.240319404478293669E+00    0.219352414979811609E-01    0.896873515616352535E+00    0.196275871338389751E+01    0.103487347796308571E+01    0.802847818672578928E+00                         NaN    0.667165601650771123E+01   -0.332561719912305165E+02   -0.399278280077382277E+02
    0.206920876224468975E+00    0.196729423990278512E-01    0.816307066731553399E+00    0.212508255815441593E+01    0.910842463520801005E+00    0.740663069646439354E+00                         NaN    0.667165601650771123E+01   -0.331061896887714866E+02   -0.397778457052791978E+02
    0.258627508971689957E+00    0.233301794170321722E-01    0.844282586525469947E+00    0.185256696923381914E+01    0.933898524081829606E+00    0.722127651532305737E+00                         NaN    0.667165601650771123E+01   -0.329861982426136535E+02   -0.396578542591213647E+02
    0.210842409101691441E+00    0.219915925314032729E-01    0.837719737426097399E+00    0.208019468381120776E+01    0.971474206687344410E+00    0.749989052801189771E+00                         NaN    0.667165601650771123E+01   -0.322509526160125262E+02   -0.389226086325202374E+02
    0.141985426356965233E+00    0.215297345189575280E-01    0.828968578051559990E+00    0.294327568124716432E+01    0.906036149974759897E+00    0.890538152060187604E+00                         NaN    0.667165601650771123E+01   -0.322380815464587300E+02   -0.389097375629664413E+02
    0.198653137863205792E+00    0.208076089140076213E-01    0.861073722785245299E+00    0.211194316945828620E+01    0.106564837235876575E+01    0.789186758015601786E+00                         NaN    0.667165601650771123E+01   -0.321439599050820064E+02   -0.388156159215897176E+02
    0.403105486897742255E-01    0.226317887597947062E-01    0.682799837593256131E+00    0.536883045934447534E+01    0.915334491384447890E+00    0.115227868625263197E+01                         NaN    0.667165601650771123E+01   -0.319681728678623713E+02   -0.386398288843700826E+02
    0.179151381858371761E+00    0.235529026650236999E-01    0.835338796295678865E+00    0.232287696924259590E+01    0.106043282965600416E+01    0.801998504223710773E+00                         NaN    0.667165601650771123E+01   -0.319552194656385353E+02   -0.386268754821462466E+02
    0.188511045575141895E+00    0.239780507683753953E-01    0.761472094058990523E+00    0.229551878571510315E+01    0.902289743423461910E+00    0.729998323239207769E+00                         NaN    0.667165601650771123E+01   -0.319536092212402991E+02   -0.386252652377480103E+02
    0.222190390166524532E+00    0.201160294587227097E-01    0.837972909872617078E+00    0.191644812492485084E+01    0.105834074390709532E+01    0.752667527700092487E+00                         NaN    0.667165601650771123E+01   -0.317359815041510984E+02   -0.384076375206588096E+02
    0.152381035234579465E+00    0.223366055135118674E-01    0.709607026298332721E+00    0.256716888698053847E+01    0.955077223385736307E+00    0.754619479855425990E+00                         NaN    0.667165601650771123E+01   -0.315687445717191508E+02   -0.382404005882268621E+02
    0.983405816096716429E-01    0.234788609952410188E-01    0.635402184428205397E+00    0.344438263420055746E+01    0.979329351037310447E+00    0.868821973560920058E+00                         NaN    0.667165601650771123E+01   -0.315683399673479386E+02   -0.382399959838556498E+02
    0.129945277594339548E+00    0.253046663595388223E-01    0.634317065426585946E+00    0.285071817652799986E+01    0.918897899022099285E+00    0.742483037990939398E+00                         NaN    0.667165601650771123E+01   -0.315230712383464677E+02   -0.381947272548541790E+02
    0.137819220612657611E+00    0.230032672878369843E-01    0.698583061995058041E+00    0.283612723566722558E+01    0.977609796528424613E+00    0.814086621096616003E+00                         NaN    0.667165601650771123E+01   -0.314284117325429690E+02   -0.381000677490506803E+02
    0.167243627369675296E+00    0.199403700718194764E-01    0.743237588367957835E+00    0.242874394023584372E+01    0.939402214387160539E+00    0.759038004636750863E+00                         NaN    0.667165601650771123E+01   -0.313648895986069434E+02   -0.380365456151146546E+02
